Options used:
   --mesh ../data/beam-quad.mesh
   --refine-serial 2
   --refine-parallel 0
   --order 2
   --ode-solver 14
   --t-final 1
   --time-step 0.01
   --viscosity 0.01
   --shear-modulus 0.25
   --bulk-modulus 5
   --adaptive-lin-rtol
   --visualization
   --no-visit-datafiles
   --visualization-steps 1
   --nset 0
   --no-offline
   --online
   --no-merge
   --qdeim
   --no-sopt
   --nsr 650
   --rxdim 1
   --rvdim 2
   --hdim 3
   --id 0
   --hyperreduce
   --not-xbase-only
   --velocity-ic
   --scaling 1
   --no-eqp
   --no-sample-mesh
   --no-preceqp
   --tol-nnls 1e-14
   --max-nnls 0
   --n-time-windows 0
Number of velocity/deformation unknowns: 1170
initial elastic energy (EE) = 8.68126e-18
initial kinetic energy (KE) = 0.000318121
initial   total energy (TE) = 0.000318121
Opening file: basisV.000000
reduced V dim = 2
Opening file: basisX.000000
reduced X dim = 1
Opening file: basisH.000000
reduced H dim = 3
Using QDEIM sampling
sample mesh has 128 elements, 165 vertices
Lifted initial energies, EE = 8.68126e-18, KE = 0.000318121, ΔTE = 0
step 1, t = 0.01, EE = 4.19406e-09, KE = 0.000318106, ΔTE = -1.00723e-08
step 2, t = 0.02, EE = 1.67756e-08, KE = 0.000318081, ΔTE = -2.2906e-08
step 3, t = 0.03, EE = 3.77435e-08, KE = 0.000318044, ΔTE = -3.848e-08
step 4, t = 0.04, EE = 6.70958e-08, KE = 0.000317997, ΔTE = -5.67695e-08
step 5, t = 0.05, EE = 1.0483e-07, KE = 0.000317938, ΔTE = -7.77455e-08
step 6, t = 0.06, EE = 1.50945e-07, KE = 0.000317868, ΔTE = -1.01375e-07
step 7, t = 0.07, EE = 2.05435e-07, KE = 0.000317788, ΔTE = -1.27622e-07
step 8, t = 0.08, EE = 2.68299e-07, KE = 0.000317696, ΔTE = -1.56445e-07
step 9, t = 0.09, EE = 3.3953e-07, KE = 0.000317593, ΔTE = -1.87801e-07
step 10, t = 0.1, EE = 4.19126e-07, KE = 0.00031748, ΔTE = -2.21641e-07
step 11, t = 0.11, EE = 5.07081e-07, KE = 0.000317356, ΔTE = -2.57913e-07
step 12, t = 0.12, EE = 6.03389e-07, KE = 0.000317221, ΔTE = -2.96562e-07
step 13, t = 0.13, EE = 7.08044e-07, KE = 0.000317075, ΔTE = -3.37528e-07
step 14, t = 0.14, EE = 8.21041e-07, KE = 0.000316919, ΔTE = -3.80747e-07
step 15, t = 0.15, EE = 9.4237e-07, KE = 0.000316752, ΔTE = -4.26154e-07
step 16, t = 0.16, EE = 1.07203e-06, KE = 0.000316575, ΔTE = -4.73677e-07
step 17, t = 0.17, EE = 1.21e-06, KE = 0.000316387, ΔTE = -5.23242e-07
step 18, t = 0.18, EE = 1.35629e-06, KE = 0.00031619, ΔTE = -5.74772e-07
step 19, t = 0.19, EE = 1.51087e-06, KE = 0.000315982, ΔTE = -6.28184e-07
step 20, t = 0.2, EE = 1.67375e-06, KE = 0.000315764, ΔTE = -6.83393e-07
step 21, t = 0.21, EE = 1.84491e-06, KE = 0.000315535, ΔTE = -7.40311e-07
step 22, t = 0.22, EE = 2.02434e-06, KE = 0.000315297, ΔTE = -7.98845e-07
step 23, t = 0.23, EE = 2.21203e-06, KE = 0.00031505, ΔTE = -8.589e-07
step 24, t = 0.24, EE = 2.40797e-06, KE = 0.000314792, ΔTE = -9.20375e-07
step 25, t = 0.25, EE = 2.61215e-06, KE = 0.000314525, ΔTE = -9.83168e-07
step 26, t = 0.26, EE = 2.82455e-06, KE = 0.000314249, ΔTE = -1.04717e-06
step 27, t = 0.27, EE = 3.04517e-06, KE = 0.000313963, ΔTE = -1.11228e-06
step 28, t = 0.28, EE = 3.27399e-06, KE = 0.000313668, ΔTE = -1.17837e-06
step 29, t = 0.29, EE = 3.51099e-06, KE = 0.000313364, ΔTE = -1.24534e-06
step 30, t = 0.3, EE = 3.75617e-06, KE = 0.000313051, ΔTE = -1.31305e-06
step 31, t = 0.31, EE = 4.00951e-06, KE = 0.00031273, ΔTE = -1.38139e-06
step 32, t = 0.32, EE = 4.27099e-06, KE = 0.000312399, ΔTE = -1.45024e-06
step 33, t = 0.33, EE = 4.54059e-06, KE = 0.000312061, ΔTE = -1.51945e-06
step 34, t = 0.34, EE = 4.81831e-06, KE = 0.000311713, ΔTE = -1.5889e-06
step 35, t = 0.35, EE = 5.10413e-06, KE = 0.000311358, ΔTE = -1.65844e-06
step 36, t = 0.36, EE = 5.39802e-06, KE = 0.000310995, ΔTE = -1.72795e-06
step 37, t = 0.37, EE = 5.69998e-06, KE = 0.000310623, ΔTE = -1.79727e-06
step 38, t = 0.38, EE = 6.00998e-06, KE = 0.000310244, ΔTE = -1.86626e-06
step 39, t = 0.39, EE = 6.32801e-06, KE = 0.000309858, ΔTE = -1.93477e-06
step 40, t = 0.4, EE = 6.65404e-06, KE = 0.000309464, ΔTE = -2.00265e-06
step 41, t = 0.41, EE = 6.98807e-06, KE = 0.000309063, ΔTE = -2.06973e-06
step 42, t = 0.42, EE = 7.33006e-06, KE = 0.000308655, ΔTE = -2.13587e-06
step 43, t = 0.43, EE = 7.68001e-06, KE = 0.00030824, ΔTE = -2.20089e-06
