Options used:
   --mesh ../data/beam-quad.mesh
   --refine-serial 2
   --refine-parallel 0
   --order 2
   --ode-solver 14
   --t-final 1
   --time-step 0.01
   --viscosity 0.01
   --shear-modulus 0.25
   --bulk-modulus 5
   --adaptive-lin-rtol
   --visualization
   --no-visit-datafiles
   --visualization-steps 1
   --nset 0
   --no-offline
   --online
   --no-merge
   --no-qdeim
   --sopt
   --nsr 550
   --rxdim 2
   --rvdim 4
   --hdim 6
   --id 0
   --hyperreduce
   --not-xbase-only
   --velocity-ic
   --scaling 1
   --no-eqp
   --no-sample-mesh
   --no-preceqp
   --tol-nnls 1e-14
   --max-nnls 0
   --n-time-windows 0
Number of velocity/deformation unknowns: 1170
initial elastic energy (EE) = 8.68126e-18
initial kinetic energy (KE) = 0.000318121
initial   total energy (TE) = 0.000318121
Opening file: basisV.000000
reduced V dim = 4
Opening file: basisX.000000
reduced X dim = 2
Opening file: basisH.000000
reduced H dim = 6
Using S_OPT sampling
sample mesh has 128 elements, 165 vertices
Lifted initial energies, EE = 8.68126e-18, KE = 0.000318121, ΔTE = 0
step 1, t = 0.01, EE = 7.1712e-09, KE = 0.000318102, ΔTE = -1.12007e-08
step 2, t = 0.02, EE = 2.86696e-08, KE = 0.000318066, ΔTE = -2.55598e-08
step 3, t = 0.03, EE = 6.44564e-08, KE = 0.000318013, ΔTE = -4.30205e-08
step 4, t = 0.04, EE = 1.14472e-07, KE = 0.000317943, ΔTE = -6.35266e-08
step 5, t = 0.05, EE = 1.78635e-07, KE = 0.000317855, ΔTE = -8.70226e-08
step 6, t = 0.06, EE = 2.56846e-07, KE = 0.00031775, ΔTE = -1.13454e-07
step 7, t = 0.07, EE = 3.48984e-07, KE = 0.000317629, ΔTE = -1.42765e-07
step 8, t = 0.08, EE = 4.54911e-07, KE = 0.000317491, ΔTE = -1.74903e-07
step 9, t = 0.09, EE = 5.74468e-07, KE = 0.000317336, ΔTE = -2.09814e-07
step 10, t = 0.1, EE = 7.0748e-07, KE = 0.000317166, ΔTE = -2.47446e-07
step 11, t = 0.11, EE = 8.53753e-07, KE = 0.000316979, ΔTE = -2.87745e-07
step 12, t = 0.12, EE = 1.01308e-06, KE = 0.000316777, ΔTE = -3.3066e-07
step 13, t = 0.13, EE = 1.18523e-06, KE = 0.000316559, ΔTE = -3.7614e-07
step 14, t = 0.14, EE = 1.36997e-06, KE = 0.000316327, ΔTE = -4.24133e-07
step 15, t = 0.15, EE = 1.56704e-06, KE = 0.000316079, ΔTE = -4.7459e-07
step 16, t = 0.16, EE = 1.77617e-06, KE = 0.000315817, ΔTE = -5.2746e-07
step 17, t = 0.17, EE = 1.99708e-06, KE = 0.000315541, ΔTE = -5.82695e-07
step 18, t = 0.18, EE = 2.22948e-06, KE = 0.000315251, ΔTE = -6.40245e-07
step 19, t = 0.19, EE = 2.47305e-06, KE = 0.000314948, ΔTE = -7.00063e-07
step 20, t = 0.2, EE = 2.72749e-06, KE = 0.000314631, ΔTE = -7.621e-07
step 21, t = 0.21, EE = 2.99245e-06, KE = 0.000314302, ΔTE = -8.26311e-07
